 2.391e+00  1.017e+00  1.069e+01
 2.397e+00  1.297e+00  9.571e+00
 2.397e+00  1.297e+00  9.571e+00
 2.519e+00  1.417e+00  1.007e+01
 2.519e+00  1.417e+00  1.007e+01
 2.519e+00  1.417e+00  1.007e+01
 2.519e+00  1.417e+00  1.007e+01
 2.367e+00  1.306e+00  9.565e+00
 2.471e+00  1.400e+00  9.787e+00
 2.471e+00  1.400e+00  9.787e+00
 2.471e+00  1.400e+00  9.787e+00
 2.471e+00  1.400e+00  9.787e+00
 2.471e+00  1.400e+00  9.787e+00
 2.355e+00  1.284e+00  9.565e+00
 2.355e+00  1.284e+00  9.565e+00
 2.355e+00  1.284e+00  9.565e+00
 2.355e+00  1.284e+00  9.565e+00
 2.318e+00  1.118e+00  9.710e+00
 2.318e+00  1.118e+00  9.710e+00
 2.318e+00  1.118e+00  9.710e+00
 2.318e+00  1.118e+00  9.710e+00
 2.303e+00  1.233e+00  9.659e+00
 2.303e+00  1.233e+00  9.659e+00
 2.303e+00  1.233e+00  9.659e+00
 2.297e+00  1.143e+00  9.682e+00
 2.297e+00  1.143e+00  9.682e+00
 2.297e+00  1.143e+00  9.682e+00
 2.297e+00  1.143e+00  9.682e+00
 2.297e+00  1.143e+00  9.682e+00
 2.253e+00  1.086e+00  9.865e+00
 2.228e+00  1.422e+00  1.066e+01
 2.228e+00  1.422e+00  1.066e+01
 2.228e+00  1.422e+00  1.066e+01
 2.239e+00  1.064e+00  9.946e+00
 2.385e+00  1.305e+00  9.561e+00
 2.254e+00  1.338e+00  1.015e+01
 2.254e+00  1.338e+00  1.015e+01
 2.223e+00  1.356e+00  1.048e+01
 2.310e+00  1.486e+00  1.018e+01
 2.310e+00  1.486e+00  1.018e+01
 2.291e+00  1.120e+00  9.721e+00
 2.291e+00  1.120e+00  9.721e+00
 2.291e+00  1.120e+00  9.721e+00
 2.291e+00  1.120e+00  9.721e+00
 2.291e+00  1.120e+00  9.721e+00
 2.285e+00  1.155e+00  9.703e+00
 2.285e+00  1.155e+00  9.703e+00
 2.285e+00  1.155e+00  9.703e+00
 2.285e+00  1.155e+00  9.703e+00
 2.285e+00  1.155e+00  9.703e+00
 2.285e+00  1.155e+00  9.703e+00
 2.362e+00  9.801e-01  1.077e+01
 2.362e+00  9.801e-01  1.077e+01
 2.362e+00  9.801e-01  1.077e+01
 2.362e+00  9.801e-01  1.077e+01
 2.441e+00  1.209e+00  9.899e+00
 2.441e+00  1.209e+00  9.899e+00
 2.441e+00  1.209e+00  9.899e+00
 2.504e+00  1.790e+00  1.068e+01
 2.577e+00  1.854e+00  1.114e+01
 2.449e+00  1.440e+00  9.741e+00
 2.449e+00  1.440e+00  9.741e+00
 2.449e+00  1.440e+00  9.741e+00
 2.449e+00  1.440e+00  9.741e+00
 2.449e+00  1.440e+00  9.741e+00
 2.449e+00  1.440e+00  9.741e+00
 2.449e+00  1.440e+00  9.741e+00
 2.325e+00  1.273e+00  9.618e+00
 2.325e+00  1.273e+00  9.618e+00
 2.325e+00  1.273e+00  9.618e+00
 2.325e+00  1.273e+00  9.618e+00
 2.325e+00  1.273e+00  9.618e+00
 2.325e+00  1.273e+00  9.618e+00
 2.325e+00  1.273e+00  9.618e+00
 2.325e+00  1.273e+00  9.618e+00
 2.325e+00  1.273e+00  9.618e+00
 2.325e+00  1.273e+00  9.618e+00
 2.325e+00  1.273e+00  9.618e+00
 2.325e+00  1.273e+00  9.618e+00
 2.173e+00  1.065e+00  1.034e+01
 2.173e+00  1.065e+00  1.034e+01
 2.085e+00  1.105e+00  1.140e+01
 2.085e+00  1.105e+00  1.140e+01
 2.085e+00  1.105e+00  1.140e+01
 2.198e+00  1.438e+00  1.105e+01
 2.198e+00  1.438e+00  1.105e+01
 2.198e+00  1.438e+00  1.105e+01
 2.198e+00  1.438e+00  1.105e+01
 2.198e+00  1.438e+00  1.105e+01
 2.198e+00  1.438e+00  1.105e+01
 2.198e+00  1.438e+00  1.105e+01
 2.220e+00  1.415e+00  1.072e+01
 2.220e+00  1.415e+00  1.072e+01
 2.283e+00  1.029e+00  9.982e+00
 2.283e+00  1.029e+00  9.982e+00
 2.636e+00  1.499e+00  1.129e+01
 2.636e+00  1.499e+00  1.129e+01
 2.636e+00  1.499e+00  1.129e+01
 2.636e+00  1.499e+00  1.129e+01
 2.636e+00  1.499e+00  1.129e+01
 2.636e+00  1.499e+00  1.129e+01
 2.471e+00  1.373e+00  9.792e+00
 2.471e+00  1.373e+00  9.792e+00
 2.471e+00  1.373e+00  9.792e+00
 2.471e+00  1.373e+00  9.792e+00
 2.471e+00  1.373e+00  9.792e+00
 2.471e+00  1.373e+00  9.792e+00
 2.332e+00  1.044e+00  1.003e+01
 2.243e+00  1.003e+00  1.009e+01
 2.262e+00  9.535e-01  1.037e+01
 2.262e+00  9.535e-01  1.037e+01
 2.262e+00  9.535e-01  1.037e+01
 2.262e+00  9.535e-01  1.037e+01
 2.262e+00  9.535e-01  1.037e+01
 2.262e+00  9.535e-01  1.037e+01
 2.183e+00  9.374e-01  1.050e+01
 2.567e+00  1.777e+00  1.086e+01
 2.567e+00  1.777e+00  1.086e+01
 2.447e+00  1.015e+00  1.148e+01
 2.447e+00  1.015e+00  1.148e+01
 2.258e+00  1.129e+00  9.812e+00
 2.258e+00  1.129e+00  9.812e+00
 2.258e+00  1.129e+00  9.812e+00
 2.129e+00  1.164e+00  1.097e+01
 2.494e+00  1.271e+00  1.013e+01
 2.494e+00  1.271e+00  1.013e+01
 2.445e+00  1.316e+00  9.701e+00
 2.445e+00  1.316e+00  9.701e+00
 2.318e+00  1.527e+00  1.026e+01
 2.318e+00  1.527e+00  1.026e+01
 2.318e+00  1.527e+00  1.026e+01
 2.318e+00  1.527e+00  1.026e+01
 2.318e+00  1.527e+00  1.026e+01
 2.318e+00  1.527e+00  1.026e+01
 2.335e+00  1.202e+00  9.585e+00
 2.281e+00  1.298e+00  9.862e+00
 2.281e+00  1.298e+00  9.862e+00
 2.281e+00  1.298e+00  9.862e+00
 2.281e+00  1.298e+00  9.862e+00
 2.281e+00  1.298e+00  9.862e+00
 2.281e+00  1.298e+00  9.862e+00
 2.251e+00  1.394e+00  1.035e+01
 2.251e+00  1.394e+00  1.035e+01
 2.251e+00  1.394e+00  1.035e+01
 2.329e+00  1.956e+00  1.187e+01
 2.329e+00  1.956e+00  1.187e+01
 2.329e+00  1.956e+00  1.187e+01
 2.459e+00  2.004e+00  1.147e+01
 2.459e+00  2.004e+00  1.147e+01
 2.360e+00  1.768e+00  1.090e+01
 2.360e+00  1.768e+00  1.090e+01
 2.242e+00  1.248e+00  1.003e+01
 2.385e+00  1.402e+00  9.662e+00
 2.560e+00  1.654e+00  1.054e+01
 2.161e+00  1.125e+00  1.052e+01
 2.161e+00  1.125e+00  1.052e+01
 2.433e+00  1.461e+00  9.747e+00
 2.375e+00  1.666e+00  1.044e+01
 2.375e+00  1.666e+00  1.044e+01
 2.375e+00  1.666e+00  1.044e+01
 2.375e+00  1.666e+00  1.044e+01
 2.375e+00  1.666e+00  1.044e+01
 2.459e+00  1.539e+00  9.922e+00
 2.459e+00  1.539e+00  9.922e+00
 2.117e+00  8.206e-01  1.139e+01
 2.117e+00  8.206e-01  1.139e+01
 2.117e+00  8.206e-01  1.139e+01
 2.117e+00  8.206e-01  1.139e+01
 2.117e+00  8.206e-01  1.139e+01
 2.030e+00  7.422e-01  1.238e+01
 2.030e+00  7.422e-01  1.238e+01
 2.030e+00  7.422e-01  1.238e+01
 2.152e+00  8.645e-01  1.098e+01
 2.427e+00  1.052e+00  1.076e+01
 2.427e+00  1.052e+00  1.076e+01
 2.427e+00  1.052e+00  1.076e+01
 2.427e+00  1.052e+00  1.076e+01
 2.271e+00  1.145e+00  9.755e+00
 2.271e+00  1.145e+00  9.755e+00
 2.271e+00  1.145e+00  9.755e+00
 2.271e+00  1.145e+00  9.755e+00
 2.271e+00  1.145e+00  9.755e+00
 2.666e+00  1.793e+00  1.176e+01
 2.666e+00  1.793e+00  1.176e+01
 2.495e+00  1.763e+00  1.058e+01
 2.495e+00  1.763e+00  1.058e+01
 2.495e+00  1.763e+00  1.058e+01
 2.495e+00  1.763e+00  1.058e+01
 2.495e+00  1.763e+00  1.058e+01
 2.435e+00  1.339e+00  9.651e+00
 2.435e+00  1.339e+00  9.651e+00
 2.435e+00  1.339e+00  9.651e+00
 2.435e+00  1.339e+00  9.651e+00
 2.435e+00  1.339e+00  9.651e+00
 2.435e+00  1.339e+00  9.651e+00
 2.435e+00  1.339e+00  9.651e+00
 2.250e+00  1.296e+00  1.007e+01
 2.250e+00  1.296e+00  1.007e+01
 2.250e+00  1.296e+00  1.007e+01
 2.250e+00  1.296e+00  1.007e+01
 2.250e+00  1.296e+00  1.007e+01
 2.250e+00  1.296e+00  1.007e+01
 2.353e+00  1.586e+00  1.026e+01
 2.415e+00  1.526e+00  9.887e+00
 2.494e+00  1.631e+00  1.020e+01
 2.494e+00  1.631e+00  1.020e+01
 2.494e+00  1.631e+00  1.020e+01
 2.200e+00  1.169e+00  1.023e+01
 2.200e+00  1.169e+00  1.023e+01
 2.090e+00  1.358e+00  1.225e+01
 2.090e+00  1.358e+00  1.225e+01
 1.971e+00  1.249e+00  1.394e+01
 1.971e+00  1.249e+00  1.394e+01
 1.971e+00  1.249e+00  1.394e+01
 2.093e+00  1.558e+00  1.304e+01
 2.093e+00  1.558e+00  1.304e+01
 2.050e+00  1.387e+00  1.305e+01
 2.050e+00  1.387e+00  1.305e+01
 2.050e+00  1.387e+00  1.305e+01
 2.050e+00  1.387e+00  1.305e+01
 2.050e+00  1.387e+00  1.305e+01
 2.092e+00  8.255e-01  1.146e+01
 2.092e+00  8.255e-01  1.146e+01
 2.092e+00  8.255e-01  1.146e+01
 2.107e+00  1.218e+00  1.144e+01
 2.107e+00  1.218e+00  1.144e+01
 2.107e+00  1.218e+00  1.144e+01
 2.200e+00  1.322e+00  1.062e+01
 2.200e+00  1.322e+00  1.062e+01
 2.200e+00  1.322e+00  1.062e+01
 2.203e+00  1.220e+00  1.029e+01
 2.370e+00  9.948e-01  1.069e+01
 2.136e+00  1.139e+00  1.083e+01
 2.106e+00  1.323e+00  1.185e+01
 2.106e+00  1.323e+00  1.185e+01
 2.381e+00  1.305e+00  9.560e+00
 2.381e+00  1.305e+00  9.560e+00
 2.381e+00  1.305e+00  9.560e+00
 2.313e+00  1.186e+00  9.622e+00
 2.508e+00  1.432e+00  9.988e+00
 2.487e+00  1.520e+00  9.956e+00
 2.487e+00  1.520e+00  9.956e+00
 2.571e+00  1.670e+00  1.065e+01
 2.557e+00  1.162e+00  1.174e+01
 2.557e+00  1.162e+00  1.174e+01
 1.993e+00  8.246e-01  1.236e+01
 2.004e+00  7.255e-01  1.268e+01
 2.004e+00  7.255e-01  1.268e+01
 1.985e+00  7.278e-01  1.281e+01
 2.327e+00  1.048e+00  9.990e+00
 2.327e+00  1.048e+00  9.990e+00
 2.324e+00  1.021e+00  1.013e+01
 2.324e+00  1.021e+00  1.013e+01
 2.324e+00  1.021e+00  1.013e+01
 2.324e+00  1.021e+00  1.013e+01
 2.324e+00  1.021e+00  1.013e+01
 2.535e+00  1.413e+00  1.021e+01
 2.535e+00  1.413e+00  1.021e+01
 2.732e+00  1.766e+00  1.268e+01
 2.335e+00  1.546e+00  1.023e+01
 2.291e+00  1.385e+00  1.000e+01
 2.291e+00  1.385e+00  1.000e+01
 2.291e+00  1.385e+00  1.000e+01
 2.485e+00  1.402e+00  9.856e+00
 2.485e+00  1.402e+00  9.856e+00
 2.485e+00  1.402e+00  9.856e+00
 2.485e+00  1.402e+00  9.856e+00
 2.485e+00  1.402e+00  9.856e+00
 2.312e+00  1.543e+00  1.036e+01
 2.312e+00  1.543e+00  1.036e+01
 2.291e+00  9.883e-01  1.022e+01
 2.539e+00  1.469e+00  1.021e+01
