3.002999999999999073e-02 7.618625376656384951e-02
3.134613021752255535e-02 7.944691535537169724e-02
3.271994271108494973e-02 8.291240769993694915e-02
3.415396553218604664e-02 8.659825919504747505e-02
3.565083752969301634e-02 9.052140354623024188e-02
3.721331320577748319e-02 9.470032521953672400e-02
3.884426778467375829e-02 9.915522137863569396e-02
4.054670250358642647e-02 1.039081822948352968e-01
4.232375013548346498e-02 1.089833924648678509e-01
4.417868075393782679e-02 1.144073549526694461e-01
4.611490775062581510e-02 1.202091417892125619e-01
4.813599411655532928e-02 1.264206736235072848e-01
5.024565899858288859e-02 1.330770322236318193e-01
5.244778454328381107e-02 1.402168098852543121e-01
5.474642304077061844e-02 1.478825003235867408e-01
5.714580438160418024e-02 1.561209362109945153e-01
5.965034384052068234e-02 1.649837791856114677e-01
6.226465020129725442e-02 1.745280689064779012e-01
6.499353423770749816e-02 1.848168385795461166e-01
6.784201756617351531e-02 1.959198053395418415e-01
7.081534188640453698e-02 2.079141449600539482e-01
7.391897862702685729e-02 2.208853615953139116e-01
7.715863901395442204e-02 2.349282646511385575e-01
8.054028458002771007e-02 2.501480664612805715e-01
8.407013813526051371e-02 2.666616162337477336e-01
8.775469521788165084e-02 2.845987877576289238e-01
9.160073604724351670e-02 3.041040406565518328e-01
9.561533800059301980e-02 3.253381775763437567e-01
9.980588863666403632e-02 3.484803226429439293e-01
1.041800992900575179e-01 3.737297662587583114e-01
1.087460192614243537e-01 4.012871682973677689e-01
1.135120506295645981e-01 4.313391347815901389e-01
1.184869637126988312e-01 4.640821498609867257e-01
1.236799132073635871e-01 4.997252554679832426e-01
1.291004550346289692e-01 5.384904250460720299e-01
1.347585639246385858e-01 5.806128650304490657e-01
1.406646517718301570e-01 6.263412229778425599e-01
1.468295867946138589e-01 6.759376773376842840e-01
1.532647135347651179e-01 7.297454926193165381e-01
1.599818737333346952e-01 7.899611783064492965e-01
1.669934281214905669e-01 8.576524465127215446e-01
1.743122791663915538e-01 9.327476362447661984e-01
1.819518948139478842e-01 1.015021849770131102e+00
1.899263332721604913e-01 1.104061091188574872e+00
1.982502688806437319e-01 1.199220066448126287e+00
2.069390191139367230e-01 1.299533411038856112e+00
2.160085727682934387e-01 1.402295656796193057e+00
2.254756193838203249e-01 1.504561251805830002e+00
2.353575799561034576e-01 1.608149699420474477e+00
2.456726389938393706e-01 1.716266415346294094e+00
2.564397779814618916e-01 1.833010325549157438e+00
2.676788103083410086e-01 1.963545173145028411e+00
2.794104177288304625e-01 2.114227771961787905e+00
2.916561884202562571e-01 2.285242114935341462e+00
3.044386567088793738e-01 2.461592822729572028e+00
3.177813445369357948e-01 2.632678508439131093e+00
3.317088047470593271e-01 2.802066161372509079e+00
3.462466662637392334e-01 2.976087279762519522e+00
3.614216812549533309e-01 3.162952494032235773e+00
3.772617743607625806e-01 3.373083777198707445e+00
3.937960940794565379e-01 3.616845172184140367e+00
4.110550664058079118e-01 3.895181068457528983e+00
4.290704508201411693e-01 4.205444373199398456e+00
4.478753987312439899e-01 4.543898571868257186e+00
4.675045144806664887e-01 4.905378907219005491e+00
4.879939190206671884e-01 5.282862375269616884e+00
5.093813163829835622e-01 5.666701419810178386e+00
5.317060630607413074e-01 6.046447907803035982e+00
5.550092404311776084e-01 6.427366698765255570e+00
5.793337303524469517e-01 6.823703494006045922e+00
6.047242940736232697e-01 7.253662963150366849e+00
6.312276546031037050e-01 7.730033468268249663e+00
6.588925826869879154e-01 8.249292107280597364e+00
6.877699865556469172e-01 8.805281841629843953e+00
7.179130056036314711e-01 9.389557819925581583e+00
7.493771081753055618e-01 9.990854497651167065e+00
7.822201936361512509e-01 1.059939482720207948e+01
8.165026989175662164e-01 1.121846766071069190e+01
8.522877097312238082e-01 1.185476705030452393e+01
8.896410766576429152e-01 1.251536588259365956e+01
9.286315363225923214e-01 1.320798706741953588e+01
9.693308378843161766e-01 1.393427600470216987e+01
1.011813875064336621e+00 1.469231105063787979e+01
1.056158823964795435e+00 1.547982296560660487e+01
1.102447286925939629e+00 1.629443149010342040e+01
1.150764442688477107e+00 1.713297324251705334e+01
1.201199203137122362e+00 1.799347356148183508e+01
1.253844376913772152e+00 1.887656642701665888e+01
1.308796840201383427e+00 1.978314474645829080e+01
1.366157714992828565e+00 2.071428511530017147e+01
1.426032555172769944e+00 2.167112519365121059e+01
1.488531540754981064e+00 2.265197903637437093e+01
1.553769680632538508e+00 2.365197935387334738e+01
1.621867024213986097e+00 2.466488400737150855e+01
1.692948882334912808e+00 2.568904561739158154e+01
1.767146057851463947e+00 2.673577161148364922e+01
1.844595086340115042e+00 2.782134206973325163e+01
1.925438487346636585e+00 2.895425114925500054e+01
2.009825026646598012e+00 3.011500873733382377e+01
2.097909990000000224e+00 3.128833373153338115e+01
