       rhogas          rsgas        rhostar          rstar
        8.46800          0.30000          3.29916          0.22300
        8.46800          0.30000          3.31165          0.22300
        8.46800          0.30000          3.30258          0.22300
        8.46800          0.30000          3.31937          0.22300
        8.46800          0.30000          3.32105          0.22300
        8.46800          0.30000          3.32130          0.22300
        8.46800          0.30000          3.32976          0.22300
        8.46800          0.30000          3.32355          0.22300
        8.46800          0.30000          3.33127          0.22300
        8.46800          0.30000          3.33088          0.22300
        8.46800          0.30000          3.34046          0.22300
        8.46800          0.30000          3.33914          0.22300
        8.46800          0.30000          3.33725          0.22300
        8.46800          0.30000          3.33534          0.22300
        8.46800          0.30000          3.33492          0.22300
        8.46800          0.30000          3.33323          0.22300
        8.46800          0.30000          3.31821          0.22300
        8.46800          0.30000          3.31506          0.22300
        8.46800          0.30000          3.31145          0.22300
        8.46800          0.30000          3.30872          0.22300
        8.46800          0.30000          3.30582          0.22300
        8.46800          0.30000          3.31625          0.22300
        8.46800          0.30000          3.32003          0.22300
        8.46800          0.30000          3.32494          0.22300
        8.46800          0.30000          3.31924          0.22300
        8.46800          0.30000          3.31956          0.22300
        8.46800          0.30000          3.32499          0.22300
        8.46800          0.30000          3.33093          0.22300
        8.46800          0.30000          3.32445          0.22300
        8.46800          0.30000          3.32356          0.22300
        8.46800          0.30000          3.32836          0.22300
        8.46800          0.30000          3.32551          0.22300
        8.46800          0.30000          3.32030          0.22300
        8.46800          0.30000          3.32885          0.22300
        8.46800          0.30000          3.31714          0.22300
        8.46800          0.30000          3.32730          0.22300
        8.46800          0.30000          3.32827          0.22300
        8.46800          0.30000          3.31878          0.22300
        8.46800          0.30000          3.31950          0.22300
        8.46800          0.30000          3.32035          0.22300
        8.46800          0.30000          3.32095          0.22300
        8.46800          0.30000          3.32164          0.22300
        8.46800          0.30000          3.31266          0.22300
        8.46800          0.30000          3.31752          0.22300
        8.46800          0.30000          3.31096          0.22300
        8.46800          0.30000          3.30594          0.22300
        8.46800          0.30000          3.31331          0.22300
        8.46800          0.30000          3.30559          0.22300
        8.46800          0.30000          3.30920          0.22300
        8.46800          0.30000          3.31142          0.22300
        8.46800          0.30000          3.31000          0.22300
        8.46800          0.30000          3.30880          0.22300
        8.46800          0.30000          3.31174          0.22300
        8.46800          0.30000          3.30898          0.22300
        8.46800          0.30000          3.30243          0.22300
        8.46800          0.30000          3.29519          0.22300
        8.46800          0.30000          3.29385          0.22300
        8.46800          0.30000          3.29834          0.22300
        8.46800          0.30000          3.30338          0.22300
        8.46800          0.30000          3.30073          0.22300
        8.46800          0.30000          3.29434          0.22300
        8.46800          0.30000          3.30728          0.22300
        8.46800          0.30000          3.31515          0.22300
        8.46800          0.30000          3.30418          0.22300
        8.46800          0.30000          3.29403          0.22300
        8.46800          0.30000          3.28974          0.22300
        8.46800          0.30000          3.27674          0.22300
        8.46800          0.30000          3.28623          0.22300
        8.46800          0.30000          3.28486          0.22300
        8.46800          0.30000          3.29156          0.22300
        8.46800          0.30000          3.28205          0.22300
        8.46800          0.30000          3.28413          0.22300
        8.46800          0.30000          3.29665          0.22300
        8.46800          0.30000          3.29000          0.22300
        8.46800          0.30000          3.29626          0.22300
        8.46800          0.30000          3.27948          0.22300
        8.46800          0.30000          3.28705          0.22300
        8.46800          0.30000          3.28642          0.22300
        8.46800          0.30000          3.29027          0.22300
        8.46800          0.30000          3.28791          0.22300
        8.46800          0.30000          3.28766          0.22300
        8.46800          0.30000          3.29146          0.22300
        8.46800          0.30000          3.30034          0.22300
        8.46800          0.30000          3.29698          0.22300
        8.46800          0.30000          3.29163          0.22300
        8.46800          0.30000          3.29359          0.22300
        8.46800          0.30000          3.28546          0.22300
        8.46800          0.30000          3.27740          0.22300
        8.46800          0.30000          3.28338          0.22300
        8.46800          0.30000          3.27741          0.22300
        8.46800          0.30000          3.27867          0.22300
        8.46800          0.30000          3.26156          0.22300
        8.46800          0.30000          3.25514          0.22300
        8.46800          0.30000          3.26377          0.22300
        8.46800          0.30000          3.24466          0.22300
        8.46800          0.30000          3.24038          0.22300
        8.46800          0.30000          3.24271          0.22300
        8.46800          0.30000          3.24478          0.22300
        8.46800          0.30000          3.25139          0.22300
        8.46800          0.30000          3.24326          0.22300
        8.46800          0.30000          3.24302          0.22300
        8.46800          0.30000          3.23990          0.22300
        8.46800          0.30000          3.24292          0.22300
        8.46800          0.30000          3.24726          0.22300
        8.46800          0.30000          3.22809          0.22300
        8.46800          0.30000          3.21329          0.22300
        8.46800          0.30000          3.21044          0.22300
        8.46800          0.30000          3.21065          0.22300
        8.46800          0.30000          3.20940          0.22300
        8.46800          0.30000          3.20173          0.22300
        8.46800          0.30000          3.20327          0.22300
        8.46800          0.30000          3.20412          0.22300
        8.46800          0.30000          3.19531          0.22300
        8.46800          0.30000          3.19508          0.22300
        8.46800          0.30000          3.18992          0.22300
        8.46800          0.30000          3.19200          0.22300
        8.46800          0.30000          3.20283          0.22300
        8.46800          0.30000          3.20306          0.22300
        8.46800          0.30000          3.20269          0.22300
        8.46800          0.30000          3.20960          0.22300
        8.46800          0.30000          3.22093          0.22300
        8.46800          0.30000          3.22460          0.22300
        8.46800          0.30000          3.22205          0.22300
        8.46800          0.30000          3.21439          0.22300
        8.46800          0.30000          3.21073          0.22300
        8.46800          0.30000          3.21456          0.22300
        8.46800          0.30000          3.21862          0.22300
        8.46800          0.30000          3.21937          0.22300
        8.46800          0.30000          3.20243          0.22300
        8.46800          0.30000          3.20934          0.22300
        8.46800          0.30000          3.21323          0.22300
        8.46800          0.30000          3.21392          0.22300
        8.46800          0.30000          3.21555          0.22300
        8.46800          0.30000          3.21302          0.22300
        8.46800          0.30000          3.20860          0.22300
        8.46800          0.30000          3.20927          0.22300
        8.46800          0.30000          3.20870          0.22300
        8.46800          0.30000          3.19887          0.22300
        8.46800          0.30000          3.20763          0.22300
        8.46800          0.30000          3.21052          0.22300
        8.46800          0.30000          3.21840          0.22300
        8.46800          0.30000          3.22799          0.22300
        8.46800          0.30000          3.23820          0.22300
        8.46800          0.30000          3.23638          0.22300
        8.46800          0.30000          3.23669          0.22300
        8.46800          0.30000          3.23864          0.22300
        8.46800          0.30000          3.24013          0.22300
        8.46800          0.30000          3.23397          0.22300
        8.46800          0.30000          3.23988          0.22300
        8.46800          0.30000          3.24496          0.22300
        8.46800          0.30000          3.25748          0.22300
        8.46800          0.30000          3.26031          0.22300
        8.46800          0.30000          3.27073          0.22300
        8.46800          0.30000          3.27671          0.22300
        8.46800          0.30000          3.27580          0.22300
        8.46800          0.30000          3.27088          0.22300
        8.46800          0.30000          3.26947          0.22300
        8.46800          0.30000          3.27591          0.22300
        8.46800          0.30000          3.27178          0.22300
        8.46800          0.30000          3.26929          0.22300
        8.46800          0.30000          3.27301          0.22300
        8.46800          0.30000          3.27503          0.22300
        8.46800          0.30000          3.27831          0.22300
        8.46800          0.30000          3.26910          0.22300
        8.46800          0.30000          3.26960          0.22300
        8.46800          0.30000          3.26966          0.22300
        8.46800          0.30000          3.27036          0.22300
        8.46800          0.30000          3.27604          0.22300
        8.46800          0.30000          3.27803          0.22300
        8.46800          0.30000          3.27415          0.22300
        8.46800          0.30000          3.27471          0.22300
        8.46800          0.30000          3.26904          0.22300
        8.46800          0.30000          3.26780          0.22300
        8.46800          0.30000          3.26445          0.22300
        8.46800          0.30000          3.26771          0.22300
        8.46800          0.30000          3.26788          0.22300
        8.46800          0.30000          3.26712          0.22300
        8.46800          0.30000          3.27404          0.22300
        8.46800          0.30000          3.27516          0.22300
        8.46800          0.30000          3.26006          0.22300
        8.46800          0.30000          3.24430          0.22300
        8.46800          0.30000          3.25853          0.22300
        8.46800          0.30000          3.27012          0.22300
        8.46800          0.30000          3.28469          0.22300
        8.46800          0.30000          3.27861          0.22300
        8.46800          0.30000          3.28170          0.22300
        8.46800          0.30000          3.28594          0.22300
        8.46800          0.30000          3.28107          0.22300
        8.46800          0.30000          3.27939          0.22300
        8.46800          0.30000          3.27446          0.22300
        8.46800          0.30000          3.28007          0.22300
        8.46800          0.30000          3.28024          0.22300
        8.46800          0.30000          3.28669          0.22300
        8.46800          0.30000          3.28617          0.22300
        8.46800          0.30000          3.28212          0.22300
        8.46800          0.30000          3.28188          0.22300
        8.46800          0.30000          3.28099          0.22300
        8.46800          0.30000          3.27846          0.22300
        8.46800          0.30000          3.27494          0.22300
        8.46800          0.30000          3.26875          0.22300
        8.46800          0.30000          3.26688          0.22300
        8.46800          0.30000          3.26921          0.22300
        8.46800          0.30000          3.27170          0.22300
        8.46800          0.30000          3.26829          0.22300
        8.46800          0.30000          3.26445          0.22300
        8.46800          0.30000          3.26210          0.22300
        8.46800          0.30000          3.26022          0.22300
        8.46800          0.30000          3.26104          0.22300
        8.46800          0.30000          3.26698          0.22300
        8.46800          0.30000          3.26372          0.22300
        8.46800          0.30000          3.26226          0.22300
        8.46800          0.30000          3.27236          0.22300
        8.46800          0.30000          3.26968          0.22300
        8.46800          0.30000          3.25856          0.22300
        8.46800          0.30000          3.25991          0.22300
        8.46800          0.30000          3.26697          0.22300
        8.46800          0.30000          3.27462          0.22300
        8.46800          0.30000          3.27623          0.22300
        8.46800          0.30000          3.27487          0.22300
        8.46800          0.30000          3.27278          0.22300
        8.46800          0.30000          3.27248          0.22300
        8.46800          0.30000          3.27455          0.22300
        8.46800          0.30000          3.27787          0.22300
        8.46800          0.30000          3.27882          0.22300
        8.46800          0.30000          3.27798          0.22300
        8.46800          0.30000          3.28953          0.22300
        8.46800          0.30000          3.28994          0.22300
        8.46800          0.30000          3.29451          0.22300
        8.46800          0.30000          3.28526          0.22300
        8.46800          0.30000          3.28239          0.22300
        8.46800          0.30000          3.26734          0.22300
        8.46800          0.30000          3.26332          0.22300
        8.46800          0.30000          3.26131          0.22300
        8.46800          0.30000          3.26175          0.22300
        8.46800          0.30000          3.26308          0.22300
        8.46800          0.30000          3.27686          0.22300
        8.46800          0.30000          3.28116          0.22300
        8.46800          0.30000          3.26923          0.22300
        8.46800          0.30000          3.28281          0.22300
        8.46800          0.30000          3.28124          0.22300
        8.46800          0.30000          3.27072          0.22300
        8.46800          0.30000          3.27224          0.22300
        8.46800          0.30000          3.27506          0.22300
        8.46800          0.30000          3.28123          0.22300
        8.46800          0.30000          3.28521          0.22300
        8.46800          0.30000          3.29904          0.22300
        8.46800          0.30000          3.29411          0.22300
        8.46800          0.30000          3.30118          0.22300
        8.46800          0.30000          3.30691          0.22300
        8.46800          0.30000          3.31003          0.22300
        8.46800          0.30000          3.32155          0.22300
        8.46800          0.30000          3.31883          0.22300
        8.46800          0.30000          3.32408          0.22300
        8.46800          0.30000          3.31477          0.22300
        8.46800          0.30000          3.31293          0.22300
        8.46800          0.30000          3.31746          0.22300
        8.46800          0.30000          3.31815          0.22300
        8.46800          0.30000          3.31636          0.22300
        8.46800          0.30000          3.31499          0.22300
        8.46800          0.30000          3.31741          0.22300
        8.46800          0.30000          3.31365          0.22300
        8.46800          0.30000          3.31047          0.22300
        8.46800          0.30000          3.32149          0.22300
        8.46800          0.30000          3.32787          0.22300
        8.46800          0.30000          3.33211          0.22300
        8.46800          0.30000          3.34569          0.22300
        8.46800          0.30000          3.34716          0.22300
        8.46800          0.30000          3.35622          0.22300
        8.46800          0.30000          3.34860          0.22300
        8.46800          0.30000          3.34874          0.22300
        8.46800          0.30000          3.35767          0.22300
        8.46800          0.30000          3.35642          0.22300
        8.46800          0.30000          3.36224          0.22300
        8.46800          0.30000          3.35865          0.22300
        8.46800          0.30000          3.36918          0.22300
        8.46800          0.30000          3.36401          0.22300
        8.46800          0.30000          3.35240          0.22300
        8.46800          0.30000          3.34545          0.22300
        8.46800          0.30000          3.34164          0.22300
        8.46800          0.30000          3.34248          0.22300
        8.46800          0.30000          3.34275          0.22300
        8.46800          0.30000          3.33389          0.22300
        8.46800          0.30000          3.35069          0.22300
        8.46800          0.30000          3.35328          0.22300
        8.46800          0.30000          3.34558          0.22300
        8.46800          0.30000          3.34498          0.22300
        8.46800          0.30000          3.35461          0.22300
        8.46800          0.30000          3.35645          0.22300
        8.46800          0.30000          3.35420          0.22300
        8.46800          0.30000          3.34549          0.22300
        8.46800          0.30000          3.33576          0.22300
        8.46800          0.30000          3.32147          0.22300
        8.46800          0.30000          3.31513          0.22300
        8.46800          0.30000          3.31738          0.22300
        8.46800          0.30000          3.31763          0.22300
        8.46800          0.30000          3.31798          0.22300
        8.46800          0.30000          3.31915          0.22300
        8.46800          0.30000          3.31930          0.22300
        8.46800          0.30000          3.31874          0.22300
        8.46800          0.30000          3.32934          0.22300
        8.46800          0.30000          3.32052          0.22300
        8.46800          0.30000          3.31697          0.22300
        8.46800          0.30000          3.30775          0.22300
        8.46800          0.30000          3.30841          0.22300
        8.46800          0.30000          3.30833          0.22300
        8.46800          0.30000          3.30330          0.22300
        8.46800          0.30000          3.30240          0.22300
        8.46800          0.30000          3.29819          0.22300
        8.46800          0.30000          3.30261          0.22300
        8.46800          0.30000          3.30233          0.22300
        8.46800          0.30000          3.30332          0.22300
        8.46800          0.30000          3.29307          0.22300
        8.46800          0.30000          3.29944          0.22300
        8.46800          0.30000          3.30174          0.22300
        8.46800          0.30000          3.29765          0.22300
        8.46800          0.30000          3.28403          0.22300
        8.46800          0.30000          3.29281          0.22300
        8.46800          0.30000          3.28656          0.22300
        8.46800          0.30000          3.29254          0.22300
        8.46800          0.30000          3.29890          0.22300
        8.46800          0.30000          3.28835          0.22300
        8.46800          0.30000          3.30801          0.22300
        8.46800          0.30000          3.29758          0.22300
        8.46800          0.30000          3.28204          0.22300
        8.46800          0.30000          3.27335          0.22300
        8.46800          0.30000          3.27237          0.22300
        8.46800          0.30000          3.27874          0.22300
        8.46800          0.30000          3.27623          0.22300
        8.46800          0.30000          3.27765          0.22300
        8.46800          0.30000          3.27798          0.22300
        8.46800          0.30000          3.27621          0.22300
        8.46800          0.30000          3.28273          0.22300
        8.46800          0.30000          3.28211          0.22300
        8.46800          0.30000          3.28716          0.22300
        8.46800          0.30000          3.29828          0.22300
        8.46800          0.30000          3.30024          0.22300
        8.46800          0.30000          3.30035          0.22300
        8.46800          0.30000          3.29527          0.22300
        8.46800          0.30000          3.29072          0.22300
        8.46800          0.30000          3.28743          0.22300
        8.46800          0.30000          3.29864          0.22300
        8.46800          0.30000          3.30484          0.22300
        8.46800          0.30000          3.30033          0.22300
        8.46800          0.30000          3.29215          0.22300
        8.46800          0.30000          3.28769          0.22300
        8.46800          0.30000          3.27892          0.22300
        8.46800          0.30000          3.27977          0.22300
        8.46800          0.30000          3.27915          0.22300
        8.46800          0.30000          3.28052          0.22300
        8.46800          0.30000          3.28759          0.22300
        8.46800          0.30000          3.28814          0.22300
        8.46800          0.30000          3.28550          0.22300
        8.46800          0.30000          3.28568          0.22300
        8.46800          0.30000          3.27868          0.22300
        8.46800          0.30000          3.27724          0.22300
        8.46800          0.30000          3.27889          0.22300
        8.46800          0.30000          3.27664          0.22300
        8.46800          0.30000          3.28251          0.22300
        8.46800          0.30000          3.28173          0.22300
        8.46800          0.30000          3.27484          0.22300
        8.46800          0.30000          3.27804          0.22300
        8.46800          0.30000          3.26913          0.22300
        8.46800          0.30000          3.27161          0.22300
        8.46800          0.30000          3.27781          0.22300
        8.46800          0.30000          3.26866          0.22300
        8.46800          0.30000          3.27538          0.22300
        8.46800          0.30000          3.27056          0.22300
        8.46800          0.30000          3.26141          0.22300
        8.46800          0.30000          3.25222          0.22300
        8.46800          0.30000          3.25380          0.22300
        8.46800          0.30000          3.25566          0.22300
        8.46800          0.30000          3.26296          0.22300
        8.46800          0.30000          3.26197          0.22300
        8.46800          0.30000          3.26234          0.22300
        8.46800          0.30000          3.26286          0.22300
        8.46800          0.30000          3.25591          0.22300
        8.46800          0.30000          3.26288          0.22300
        8.46800          0.30000          3.25652          0.22300
        8.46800          0.30000          3.24967          0.22300
        8.46800          0.30000          3.26611          0.22300
        8.46800          0.30000          3.26322          0.22300
        8.46800          0.30000          3.26796          0.22300
        8.46800          0.30000          3.26644          0.22300
        8.46800          0.30000          3.25971          0.22300
        8.46800          0.30000          3.26475          0.22300
        8.46800          0.30000          3.27724          0.22300
        8.46800          0.30000          3.28462          0.22300
        8.46800          0.30000          3.28089          0.22300
        8.46800          0.30000          3.28157          0.22300
        8.46800          0.30000          3.28200          0.22300
        8.46800          0.30000          3.28045          0.22300
        8.46800          0.30000          3.27861          0.22300
        8.46800          0.30000          3.27384          0.22300
        8.46800          0.30000          3.26453          0.22300
        8.46800          0.30000          3.26581          0.22300
        8.46800          0.30000          3.26417          0.22300
        8.46800          0.30000          3.26335          0.22300
        8.46800          0.30000          3.26286          0.22300
        8.46800          0.30000          3.25480          0.22300
        8.46800          0.30000          3.26115          0.22300
        8.46800          0.30000          3.26514          0.22300
        8.46800          0.30000          3.28036          0.22300
        8.46800          0.30000          3.28161          0.22300
        8.46800          0.30000          3.27676          0.22300
        8.46800          0.30000          3.26330          0.22300
        8.46800          0.30000          3.26624          0.22300
        8.46800          0.30000          3.27340          0.22300
        8.46800          0.30000          3.27290          0.22300
        8.46800          0.30000          3.27551          0.22300
        8.46800          0.30000          3.27259          0.22300
        8.46800          0.30000          3.28213          0.22300
        8.46800          0.30000          3.28242          0.22300
        8.46800          0.30000          3.27904          0.22300
        8.46800          0.30000          3.27508          0.22300
        8.46800          0.30000          3.28649          0.22300
        8.46800          0.30000          3.28548          0.22300
        8.46800          0.30000          3.27734          0.22300
        8.46800          0.30000          3.27169          0.22300
        8.46800          0.30000          3.27637          0.22300
        8.46800          0.30000          3.27554          0.22300
        8.46800          0.30000          3.28203          0.22300
        8.46800          0.30000          3.29264          0.22300
        8.46800          0.30000          3.29963          0.22300
        8.46800          0.30000          3.29897          0.22300
        8.46800          0.30000          3.30024          0.22300
        8.46800          0.30000          3.31061          0.22300
        8.46800          0.30000          3.30729          0.22300
        8.46800          0.30000          3.31090          0.22300
        8.46800          0.30000          3.31169          0.22300
        8.46800          0.30000          3.30185          0.22300
        8.46800          0.30000          3.32013          0.22300
        8.46800          0.30000          3.32069          0.22300
        8.46800          0.30000          3.31686          0.22300
        8.46800          0.30000          3.32257          0.22300
        8.46800          0.30000          3.32441          0.22300
        8.46800          0.30000          3.32469          0.22300
        8.46800          0.30000          3.32352          0.22300
        8.46800          0.30000          3.31994          0.22300
        8.46800          0.30000          3.31930          0.22300
        8.46800          0.30000          3.32031          0.22300
        8.46800          0.30000          3.30624          0.22300
        8.46800          0.30000          3.30171          0.22300
        8.46800          0.30000          3.30873          0.22300
        8.46800          0.30000          3.31216          0.22300
        8.46800          0.30000          3.31237          0.22300
        8.46800          0.30000          3.30499          0.22300
        8.46800          0.30000          3.30234          0.22300
        8.46800          0.30000          3.30768          0.22300
