       rhogas          rsgas        rhostar          rstar
        8.46800          0.30000          3.38088          0.22300
        8.46800          0.30000          3.37705          0.22300
        8.46800          0.30000          3.36738          0.22300
        8.46800          0.30000          3.36464          0.22300
        8.46800          0.30000          3.37360          0.22300
        8.46800          0.30000          3.36455          0.22300
        8.46800          0.30000          3.36151          0.22300
        8.46800          0.30000          3.36111          0.22300
        8.46800          0.30000          3.35482          0.22300
        8.46800          0.30000          3.37561          0.22300
        8.46800          0.30000          3.36926          0.22300
        8.46800          0.30000          3.36332          0.22300
        8.46800          0.30000          3.35677          0.22300
        8.46800          0.30000          3.35977          0.22300
        8.46800          0.30000          3.35750          0.22300
        8.46800          0.30000          3.35802          0.22300
        8.46800          0.30000          3.36343          0.22300
        8.46800          0.30000          3.36085          0.22300
        8.46800          0.30000          3.38539          0.22300
        8.46800          0.30000          3.39113          0.22300
        8.46800          0.30000          3.38855          0.22300
        8.46800          0.30000          3.38228          0.22300
        8.46800          0.30000          3.37480          0.22300
        8.46800          0.30000          3.37756          0.22300
        8.46800          0.30000          3.36879          0.22300
        8.46800          0.30000          3.36964          0.22300
        8.46800          0.30000          3.37755          0.22300
        8.46800          0.30000          3.36438          0.22300
        8.46800          0.30000          3.37055          0.22300
        8.46800          0.30000          3.36866          0.22300
        8.46800          0.30000          3.36371          0.22300
        8.46800          0.30000          3.35254          0.22300
        8.46800          0.30000          3.36763          0.22300
        8.46800          0.30000          3.37089          0.22300
        8.46800          0.30000          3.37077          0.22300
        8.46800          0.30000          3.37075          0.22300
        8.46800          0.30000          3.37318          0.22300
        8.46800          0.30000          3.36775          0.22300
        8.46800          0.30000          3.37069          0.22300
        8.46800          0.30000          3.38472          0.22300
        8.46800          0.30000          3.38971          0.22300
        8.46800          0.30000          3.38737          0.22300
        8.46800          0.30000          3.38106          0.22300
        8.46800          0.30000          3.38387          0.22300
        8.46800          0.30000          3.37222          0.22300
        8.46800          0.30000          3.37056          0.22300
        8.46800          0.30000          3.37721          0.22300
        8.46800          0.30000          3.37176          0.22300
        8.46800          0.30000          3.37800          0.22300
        8.46800          0.30000          3.37656          0.22300
        8.46800          0.30000          3.37413          0.22300
        8.46800          0.30000          3.37443          0.22300
        8.46800          0.30000          3.37144          0.22300
        8.46800          0.30000          3.37960          0.22300
        8.46800          0.30000          3.37924          0.22300
        8.46800          0.30000          3.39252          0.22300
        8.46800          0.30000          3.38704          0.22300
        8.46800          0.30000          3.37587          0.22300
        8.46800          0.30000          3.37437          0.22300
        8.46800          0.30000          3.36513          0.22300
        8.46800          0.30000          3.36317          0.22300
        8.46800          0.30000          3.36105          0.22300
        8.46800          0.30000          3.35868          0.22300
        8.46800          0.30000          3.37175          0.22300
        8.46800          0.30000          3.37835          0.22300
        8.46800          0.30000          3.37635          0.22300
        8.46800          0.30000          3.39747          0.22300
        8.46800          0.30000          3.39031          0.22300
        8.46800          0.30000          3.39391          0.22300
        8.46800          0.30000          3.39388          0.22300
        8.46800          0.30000          3.39355          0.22300
        8.46800          0.30000          3.39280          0.22300
        8.46800          0.30000          3.37638          0.22300
        8.46800          0.30000          3.37607          0.22300
        8.46800          0.30000          3.38293          0.22300
        8.46800          0.30000          3.38603          0.22300
        8.46800          0.30000          3.38013          0.22300
        8.46800          0.30000          3.38596          0.22300
        8.46800          0.30000          3.38409          0.22300
        8.46800          0.30000          3.38031          0.22300
        8.46800          0.30000          3.37392          0.22300
        8.46800          0.30000          3.36953          0.22300
        8.46800          0.30000          3.36071          0.22300
        8.46800          0.30000          3.36504          0.22300
        8.46800          0.30000          3.36605          0.22300
        8.46800          0.30000          3.35500          0.22300
        8.46800          0.30000          3.36699          0.22300
        8.46800          0.30000          3.36149          0.22300
        8.46800          0.30000          3.36956          0.22300
        8.46800          0.30000          3.37470          0.22300
        8.46800          0.30000          3.36670          0.22300
        8.46800          0.30000          3.37352          0.22300
        8.46800          0.30000          3.36794          0.22300
        8.46800          0.30000          3.37485          0.22300
        8.46800          0.30000          3.38151          0.22300
        8.46800          0.30000          3.40207          0.22300
        8.46800          0.30000          3.40032          0.22300
        8.46800          0.30000          3.39272          0.22300
        8.46800          0.30000          3.39130          0.22300
        8.46800          0.30000          3.38467          0.22300
        8.46800          0.30000          3.38767          0.22300
        8.46800          0.30000          3.38625          0.22300
        8.46800          0.30000          3.38438          0.22300
        8.46800          0.30000          3.38328          0.22300
        8.46800          0.30000          3.37651          0.22300
        8.46800          0.30000          3.38560          0.22300
        8.46800          0.30000          3.37465          0.22300
        8.46800          0.30000          3.37067          0.22300
        8.46800          0.30000          3.37038          0.22300
        8.46800          0.30000          3.36448          0.22300
        8.46800          0.30000          3.35969          0.22300
        8.46800          0.30000          3.36051          0.22300
        8.46800          0.30000          3.37264          0.22300
        8.46800          0.30000          3.38340          0.22300
        8.46800          0.30000          3.38914          0.22300
        8.46800          0.30000          3.38328          0.22300
        8.46800          0.30000          3.38908          0.22300
        8.46800          0.30000          3.38318          0.22300
        8.46800          0.30000          3.38456          0.22300
        8.46800          0.30000          3.37847          0.22300
        8.46800          0.30000          3.36909          0.22300
        8.46800          0.30000          3.36561          0.22300
        8.46800          0.30000          3.35906          0.22300
        8.46800          0.30000          3.35270          0.22300
        8.46800          0.30000          3.34888          0.22300
        8.46800          0.30000          3.35268          0.22300
        8.46800          0.30000          3.35528          0.22300
        8.46800          0.30000          3.35491          0.22300
        8.46800          0.30000          3.34755          0.22300
        8.46800          0.30000          3.35365          0.22300
        8.46800          0.30000          3.34702          0.22300
        8.46800          0.30000          3.34759          0.22300
        8.46800          0.30000          3.34869          0.22300
        8.46800          0.30000          3.34412          0.22300
        8.46800          0.30000          3.33742          0.22300
        8.46800          0.30000          3.35051          0.22300
        8.46800          0.30000          3.36397          0.22300
        8.46800          0.30000          3.36079          0.22300
        8.46800          0.30000          3.35281          0.22300
        8.46800          0.30000          3.35600          0.22300
        8.46800          0.30000          3.36787          0.22300
        8.46800          0.30000          3.37276          0.22300
        8.46800          0.30000          3.37309          0.22300
        8.46800          0.30000          3.36771          0.22300
        8.46800          0.30000          3.37381          0.22300
        8.46800          0.30000          3.38163          0.22300
        8.46800          0.30000          3.37595          0.22300
        8.46800          0.30000          3.37626          0.22300
        8.46800          0.30000          3.38305          0.22300
        8.46800          0.30000          3.38453          0.22300
        8.46800          0.30000          3.38434          0.22300
        8.46800          0.30000          3.37742          0.22300
        8.46800          0.30000          3.36616          0.22300
        8.46800          0.30000          3.36335          0.22300
        8.46800          0.30000          3.36649          0.22300
        8.46800          0.30000          3.37208          0.22300
        8.46800          0.30000          3.36845          0.22300
        8.46800          0.30000          3.35236          0.22300
        8.46800          0.30000          3.35478          0.22300
        8.46800          0.30000          3.36304          0.22300
        8.46800          0.30000          3.37423          0.22300
        8.46800          0.30000          3.37664          0.22300
        8.46800          0.30000          3.37273          0.22300
        8.46800          0.30000          3.36620          0.22300
        8.46800          0.30000          3.36150          0.22300
        8.46800          0.30000          3.36777          0.22300
        8.46800          0.30000          3.37282          0.22300
        8.46800          0.30000          3.37569          0.22300
        8.46800          0.30000          3.37901          0.22300
        8.46800          0.30000          3.38159          0.22300
        8.46800          0.30000          3.38101          0.22300
        8.46800          0.30000          3.38453          0.22300
        8.46800          0.30000          3.36983          0.22300
        8.46800          0.30000          3.37555          0.22300
        8.46800          0.30000          3.37224          0.22300
        8.46800          0.30000          3.37446          0.22300
        8.46800          0.30000          3.38043          0.22300
        8.46800          0.30000          3.38332          0.22300
        8.46800          0.30000          3.38343          0.22300
        8.46800          0.30000          3.37829          0.22300
        8.46800          0.30000          3.38516          0.22300
        8.46800          0.30000          3.38689          0.22300
        8.46800          0.30000          3.39408          0.22300
        8.46800          0.30000          3.38479          0.22300
        8.46800          0.30000          3.39291          0.22300
        8.46800          0.30000          3.39046          0.22300
        8.46800          0.30000          3.38460          0.22300
        8.46800          0.30000          3.38973          0.22300
        8.46800          0.30000          3.38700          0.22300
        8.46800          0.30000          3.38535          0.22300
        8.46800          0.30000          3.37856          0.22300
        8.46800          0.30000          3.37754          0.22300
        8.46800          0.30000          3.37276          0.22300
        8.46800          0.30000          3.37596          0.22300
        8.46800          0.30000          3.38799          0.22300
        8.46800          0.30000          3.38655          0.22300
        8.46800          0.30000          3.39036          0.22300
        8.46800          0.30000          3.39739          0.22300
        8.46800          0.30000          3.39692          0.22300
        8.46800          0.30000          3.39938          0.22300
        8.46800          0.30000          3.39049          0.22300
        8.46800          0.30000          3.38478          0.22300
        8.46800          0.30000          3.38467          0.22300
        8.46800          0.30000          3.38925          0.22300
        8.46800          0.30000          3.38086          0.22300
        8.46800          0.30000          3.37674          0.22300
        8.46800          0.30000          3.38430          0.22300
        8.46800          0.30000          3.37161          0.22300
        8.46800          0.30000          3.38106          0.22300
        8.46800          0.30000          3.39089          0.22300
        8.46800          0.30000          3.38591          0.22300
        8.46800          0.30000          3.39256          0.22300
        8.46800          0.30000          3.39458          0.22300
        8.46800          0.30000          3.39595          0.22300
        8.46800          0.30000          3.40164          0.22300
        8.46800          0.30000          3.39727          0.22300
        8.46800          0.30000          3.39885          0.22300
        8.46800          0.30000          3.40477          0.22300
        8.46800          0.30000          3.40146          0.22300
        8.46800          0.30000          3.40813          0.22300
        8.46800          0.30000          3.40987          0.22300
        8.46800          0.30000          3.40169          0.22300
        8.46800          0.30000          3.40312          0.22300
        8.46800          0.30000          3.39915          0.22300
        8.46800          0.30000          3.40399          0.22300
        8.46800          0.30000          3.39905          0.22300
        8.46800          0.30000          3.41361          0.22300
        8.46800          0.30000          3.41072          0.22300
        8.46800          0.30000          3.41885          0.22300
        8.46800          0.30000          3.41391          0.22300
        8.46800          0.30000          3.41447          0.22300
        8.46800          0.30000          3.40640          0.22300
        8.46800          0.30000          3.40145          0.22300
        8.46800          0.30000          3.40111          0.22300
        8.46800          0.30000          3.39415          0.22300
        8.46800          0.30000          3.38392          0.22300
        8.46800          0.30000          3.37729          0.22300
        8.46800          0.30000          3.37616          0.22300
        8.46800          0.30000          3.37340          0.22300
        8.46800          0.30000          3.38679          0.22300
        8.46800          0.30000          3.38119          0.22300
        8.46800          0.30000          3.38053          0.22300
        8.46800          0.30000          3.37838          0.22300
        8.46800          0.30000          3.38120          0.22300
        8.46800          0.30000          3.38642          0.22300
        8.46800          0.30000          3.38077          0.22300
        8.46800          0.30000          3.37600          0.22300
        8.46800          0.30000          3.38097          0.22300
        8.46800          0.30000          3.38071          0.22300
        8.46800          0.30000          3.37738          0.22300
        8.46800          0.30000          3.39291          0.22300
        8.46800          0.30000          3.39407          0.22300
        8.46800          0.30000          3.38807          0.22300
        8.46800          0.30000          3.39522          0.22300
        8.46800          0.30000          3.39518          0.22300
        8.46800          0.30000          3.39508          0.22300
        8.46800          0.30000          3.38570          0.22300
        8.46800          0.30000          3.39133          0.22300
        8.46800          0.30000          3.39065          0.22300
        8.46800          0.30000          3.38543          0.22300
        8.46800          0.30000          3.39733          0.22300
        8.46800          0.30000          3.38714          0.22300
        8.46800          0.30000          3.38684          0.22300
        8.46800          0.30000          3.38212          0.22300
        8.46800          0.30000          3.38412          0.22300
        8.46800          0.30000          3.39013          0.22300
        8.46800          0.30000          3.39556          0.22300
        8.46800          0.30000          3.39892          0.22300
        8.46800          0.30000          3.38900          0.22300
        8.46800          0.30000          3.37764          0.22300
        8.46800          0.30000          3.38048          0.22300
        8.46800          0.30000          3.36863          0.22300
        8.46800          0.30000          3.37281          0.22300
        8.46800          0.30000          3.37520          0.22300
        8.46800          0.30000          3.37730          0.22300
        8.46800          0.30000          3.36941          0.22300
        8.46800          0.30000          3.36798          0.22300
        8.46800          0.30000          3.36525          0.22300
        8.46800          0.30000          3.36415          0.22300
        8.46800          0.30000          3.37315          0.22300
        8.46800          0.30000          3.37909          0.22300
        8.46800          0.30000          3.37956          0.22300
        8.46800          0.30000          3.37049          0.22300
        8.46800          0.30000          3.36419          0.22300
        8.46800          0.30000          3.35661          0.22300
        8.46800          0.30000          3.35955          0.22300
        8.46800          0.30000          3.37246          0.22300
        8.46800          0.30000          3.37002          0.22300
        8.46800          0.30000          3.37110          0.22300
        8.46800          0.30000          3.36312          0.22300
        8.46800          0.30000          3.35742          0.22300
        8.46800          0.30000          3.36048          0.22300
        8.46800          0.30000          3.37043          0.22300
        8.46800          0.30000          3.36636          0.22300
        8.46800          0.30000          3.37060          0.22300
        8.46800          0.30000          3.35689          0.22300
        8.46800          0.30000          3.36716          0.22300
        8.46800          0.30000          3.36304          0.22300
        8.46800          0.30000          3.36916          0.22300
        8.46800          0.30000          3.36452          0.22300
        8.46800          0.30000          3.36400          0.22300
        8.46800          0.30000          3.37118          0.22300
        8.46800          0.30000          3.36915          0.22300
        8.46800          0.30000          3.36446          0.22300
        8.46800          0.30000          3.37327          0.22300
        8.46800          0.30000          3.39309          0.22300
        8.46800          0.30000          3.39688          0.22300
        8.46800          0.30000          3.39024          0.22300
        8.46800          0.30000          3.39595          0.22300
        8.46800          0.30000          3.38736          0.22300
        8.46800          0.30000          3.39061          0.22300
        8.46800          0.30000          3.38631          0.22300
        8.46800          0.30000          3.38052          0.22300
        8.46800          0.30000          3.37133          0.22300
        8.46800          0.30000          3.36430          0.22300
        8.46800          0.30000          3.36382          0.22300
        8.46800          0.30000          3.37244          0.22300
        8.46800          0.30000          3.38327          0.22300
        8.46800          0.30000          3.38403          0.22300
        8.46800          0.30000          3.38328          0.22300
        8.46800          0.30000          3.38342          0.22300
        8.46800          0.30000          3.39511          0.22300
        8.46800          0.30000          3.40331          0.22300
        8.46800          0.30000          3.41131          0.22300
        8.46800          0.30000          3.41091          0.22300
        8.46800          0.30000          3.40891          0.22300
        8.46800          0.30000          3.40698          0.22300
        8.46800          0.30000          3.40060          0.22300
        8.46800          0.30000          3.41013          0.22300
        8.46800          0.30000          3.42114          0.22300
        8.46800          0.30000          3.41271          0.22300
        8.46800          0.30000          3.41131          0.22300
        8.46800          0.30000          3.41072          0.22300
        8.46800          0.30000          3.39516          0.22300
        8.46800          0.30000          3.39890          0.22300
        8.46800          0.30000          3.39265          0.22300
        8.46800          0.30000          3.38432          0.22300
        8.46800          0.30000          3.36213          0.22300
        8.46800          0.30000          3.37131          0.22300
        8.46800          0.30000          3.38308          0.22300
        8.46800          0.30000          3.37736          0.22300
        8.46800          0.30000          3.37176          0.22300
        8.46800          0.30000          3.36012          0.22300
        8.46800          0.30000          3.36505          0.22300
        8.46800          0.30000          3.36835          0.22300
        8.46800          0.30000          3.37094          0.22300
        8.46800          0.30000          3.37551          0.22300
        8.46800          0.30000          3.37890          0.22300
        8.46800          0.30000          3.36842          0.22300
        8.46800          0.30000          3.35230          0.22300
        8.46800          0.30000          3.35483          0.22300
        8.46800          0.30000          3.34858          0.22300
        8.46800          0.30000          3.34648          0.22300
        8.46800          0.30000          3.34053          0.22300
        8.46800          0.30000          3.33961          0.22300
        8.46800          0.30000          3.32846          0.22300
        8.46800          0.30000          3.32401          0.22300
        8.46800          0.30000          3.31665          0.22300
        8.46800          0.30000          3.31416          0.22300
        8.46800          0.30000          3.31421          0.22300
        8.46800          0.30000          3.32003          0.22300
        8.46800          0.30000          3.31691          0.22300
        8.46800          0.30000          3.31202          0.22300
        8.46800          0.30000          3.30961          0.22300
        8.46800          0.30000          3.31814          0.22300
        8.46800          0.30000          3.31416          0.22300
        8.46800          0.30000          3.31353          0.22300
        8.46800          0.30000          3.31455          0.22300
        8.46800          0.30000          3.30912          0.22300
        8.46800          0.30000          3.31013          0.22300
        8.46800          0.30000          3.32278          0.22300
        8.46800          0.30000          3.31867          0.22300
        8.46800          0.30000          3.31654          0.22300
        8.46800          0.30000          3.31932          0.22300
        8.46800          0.30000          3.32486          0.22300
        8.46800          0.30000          3.32113          0.22300
        8.46800          0.30000          3.30905          0.22300
        8.46800          0.30000          3.30491          0.22300
        8.46800          0.30000          3.31688          0.22300
        8.46800          0.30000          3.31145          0.22300
        8.46800          0.30000          3.31913          0.22300
        8.46800          0.30000          3.32003          0.22300
        8.46800          0.30000          3.31085          0.22300
        8.46800          0.30000          3.30048          0.22300
        8.46800          0.30000          3.30601          0.22300
        8.46800          0.30000          3.31410          0.22300
        8.46800          0.30000          3.31346          0.22300
        8.46800          0.30000          3.32416          0.22300
        8.46800          0.30000          3.32924          0.22300
        8.46800          0.30000          3.31979          0.22300
        8.46800          0.30000          3.32189          0.22300
        8.46800          0.30000          3.31896          0.22300
        8.46800          0.30000          3.31353          0.22300
        8.46800          0.30000          3.31845          0.22300
        8.46800          0.30000          3.32854          0.22300
        8.46800          0.30000          3.32456          0.22300
        8.46800          0.30000          3.32397          0.22300
        8.46800          0.30000          3.31951          0.22300
        8.46800          0.30000          3.32673          0.22300
        8.46800          0.30000          3.33657          0.22300
        8.46800          0.30000          3.33565          0.22300
        8.46800          0.30000          3.32566          0.22300
        8.46800          0.30000          3.32019          0.22300
        8.46800          0.30000          3.32621          0.22300
        8.46800          0.30000          3.32898          0.22300
        8.46800          0.30000          3.33590          0.22300
        8.46800          0.30000          3.32302          0.22300
        8.46800          0.30000          3.32190          0.22300
        8.46800          0.30000          3.32188          0.22300
        8.46800          0.30000          3.31639          0.22300
        8.46800          0.30000          3.31820          0.22300
        8.46800          0.30000          3.32409          0.22300
        8.46800          0.30000          3.31515          0.22300
        8.46800          0.30000          3.31843          0.22300
        8.46800          0.30000          3.32078          0.22300
        8.46800          0.30000          3.31710          0.22300
        8.46800          0.30000          3.31783          0.22300
        8.46800          0.30000          3.30406          0.22300
        8.46800          0.30000          3.31852          0.22300
        8.46800          0.30000          3.31948          0.22300
        8.46800          0.30000          3.33069          0.22300
        8.46800          0.30000          3.32505          0.22300
        8.46800          0.30000          3.31656          0.22300
        8.46800          0.30000          3.31813          0.22300
        8.46800          0.30000          3.32190          0.22300
        8.46800          0.30000          3.32597          0.22300
        8.46800          0.30000          3.33473          0.22300
        8.46800          0.30000          3.33234          0.22300
        8.46800          0.30000          3.32721          0.22300
        8.46800          0.30000          3.33243          0.22300
        8.46800          0.30000          3.32054          0.22300
        8.46800          0.30000          3.31489          0.22300
        8.46800          0.30000          3.31417          0.22300
        8.46800          0.30000          3.31795          0.22300
        8.46800          0.30000          3.31375          0.22300
        8.46800          0.30000          3.30770          0.22300
        8.46800          0.30000          3.30752          0.22300
        8.46800          0.30000          3.31294          0.22300
        8.46800          0.30000          3.31212          0.22300
        8.46800          0.30000          3.30777          0.22300
        8.46800          0.30000          3.31254          0.22300
        8.46800          0.30000          3.30538          0.22300
        8.46800          0.30000          3.31644          0.22300
        8.46800          0.30000          3.31888          0.22300
        8.46800          0.30000          3.31396          0.22300
        8.46800          0.30000          3.30358          0.22300
        8.46800          0.30000          3.30860          0.22300
        8.46800          0.30000          3.30957          0.22300
        8.46800          0.30000          3.31792          0.22300
        8.46800          0.30000          3.31306          0.22300
        8.46800          0.30000          3.32666          0.22300
        8.46800          0.30000          3.33852          0.22300
        8.46800          0.30000          3.33435          0.22300
        8.46800          0.30000          3.32611          0.22300
        8.46800          0.30000          3.32893          0.22300
        8.46800          0.30000          3.31931          0.22300
        8.46800          0.30000          3.31999          0.22300
        8.46800          0.30000          3.31281          0.22300
        8.46800          0.30000          3.30914          0.22300
        8.46800          0.30000          3.31366          0.22300
        8.46800          0.30000          3.31325          0.22300
        8.46800          0.30000          3.31679          0.22300
        8.46800          0.30000          3.31422          0.22300
        8.46800          0.30000          3.32208          0.22300
        8.46800          0.30000          3.32913          0.22300
        8.46800          0.30000          3.33045          0.22300
        8.46800          0.30000          3.34315          0.22300
        8.46800          0.30000          3.34824          0.22300
        8.46800          0.30000          3.35057          0.22300
        8.46800          0.30000          3.34911          0.22300
        8.46800          0.30000          3.35260          0.22300
        8.46800          0.30000          3.34488          0.22300
        8.46800          0.30000          3.35783          0.22300
        8.46800          0.30000          3.35768          0.22300
        8.46800          0.30000          3.36660          0.22300
        8.46800          0.30000          3.36622          0.22300
        8.46800          0.30000          3.37859          0.22300
        8.46800          0.30000          3.39058          0.22300
        8.46800          0.30000          3.38087          0.22300
        8.46800          0.30000          3.37375          0.22300
        8.46800          0.30000          3.35508          0.22300
        8.46800          0.30000          3.35705          0.22300
        8.46800          0.30000          3.36010          0.22300
        8.46800          0.30000          3.37247          0.22300
        8.46800          0.30000          3.35939          0.22300
        8.46800          0.30000          3.36225          0.22300
        8.46800          0.30000          3.35602          0.22300
        8.46800          0.30000          3.35374          0.22300
        8.46800          0.30000          3.35892          0.22300
        8.46800          0.30000          3.36707          0.22300
        8.46800          0.30000          3.37063          0.22300
        8.46800          0.30000          3.37459          0.22300
        8.46800          0.30000          3.38666          0.22300
        8.46800          0.30000          3.38004          0.22300
        8.46800          0.30000          3.38076          0.22300
        8.46800          0.30000          3.38629          0.22300
        8.46800          0.30000          3.35952          0.22300
        8.46800          0.30000          3.36152          0.22300
        8.46800          0.30000          3.36302          0.22300
        8.46800          0.30000          3.37165          0.22300
        8.46800          0.30000          3.36784          0.22300
        8.46800          0.30000          3.36402          0.22300
        8.46800          0.30000          3.36511          0.22300
        8.46800          0.30000          3.36287          0.22300
        8.46800          0.30000          3.36259          0.22300
        8.46800          0.30000          3.35097          0.22300
        8.46800          0.30000          3.34592          0.22300
        8.46800          0.30000          3.34624          0.22300
        8.46800          0.30000          3.33358          0.22300
        8.46800          0.30000          3.32397          0.22300
        8.46800          0.30000          3.33160          0.22300
        8.46800          0.30000          3.33133          0.22300
        8.46800          0.30000          3.32875          0.22300
        8.46800          0.30000          3.33791          0.22300
        8.46800          0.30000          3.32895          0.22300
        8.46800          0.30000          3.33723          0.22300
        8.46800          0.30000          3.32602          0.22300
        8.46800          0.30000          3.32808          0.22300
        8.46800          0.30000          3.33907          0.22300
        8.46800          0.30000          3.34082          0.22300
        8.46800          0.30000          3.36169          0.22300
        8.46800          0.30000          3.36482          0.22300
        8.46800          0.30000          3.37205          0.22300
        8.46800          0.30000          3.37087          0.22300
        8.46800          0.30000          3.35988          0.22300
        8.46800          0.30000          3.35395          0.22300
        8.46800          0.30000          3.34613          0.22300
        8.46800          0.30000          3.34118          0.22300
        8.46800          0.30000          3.35670          0.22300
        8.46800          0.30000          3.35272          0.22300
        8.46800          0.30000          3.35232          0.22300
        8.46800          0.30000          3.35231          0.22300
        8.46800          0.30000          3.34996          0.22300
        8.46800          0.30000          3.35183          0.22300
        8.46800          0.30000          3.34691          0.22300
        8.46800          0.30000          3.34027          0.22300
        8.46800          0.30000          3.34411          0.22300
        8.46800          0.30000          3.33941          0.22300
        8.46800          0.30000          3.34073          0.22300
        8.46800          0.30000          3.34113          0.22300
        8.46800          0.30000          3.34433          0.22300
        8.46800          0.30000          3.34633          0.22300
        8.46800          0.30000          3.34882          0.22300
        8.46800          0.30000          3.35094          0.22300
        8.46800          0.30000          3.35128          0.22300
        8.46800          0.30000          3.34199          0.22300
        8.46800          0.30000          3.33892          0.22300
        8.46800          0.30000          3.32649          0.22300
        8.46800          0.30000          3.32850          0.22300
        8.46800          0.30000          3.32667          0.22300
        8.46800          0.30000          3.32502          0.22300
        8.46800          0.30000          3.31726          0.22300
        8.46800          0.30000          3.31258          0.22300
        8.46800          0.30000          3.30882          0.22300
        8.46800          0.30000          3.30436          0.22300
        8.46800          0.30000          3.31324          0.22300
        8.46800          0.30000          3.31987          0.22300
        8.46800          0.30000          3.31838          0.22300
        8.46800          0.30000          3.32647          0.22300
        8.46800          0.30000          3.32299          0.22300
        8.46800          0.30000          3.31753          0.22300
        8.46800          0.30000          3.30712          0.22300
        8.46800          0.30000          3.30343          0.22300
        8.46800          0.30000          3.30502          0.22300
        8.46800          0.30000          3.31066          0.22300
        8.46800          0.30000          3.30726          0.22300
        8.46800          0.30000          3.31182          0.22300
        8.46800          0.30000          3.31048          0.22300
        8.46800          0.30000          3.30503          0.22300
        8.46800          0.30000          3.30158          0.22300
        8.46800          0.30000          3.29665          0.22300
        8.46800          0.30000          3.30035          0.22300
        8.46800          0.30000          3.30927          0.22300
        8.46800          0.30000          3.31120          0.22300
        8.46800          0.30000          3.30320          0.22300
        8.46800          0.30000          3.29161          0.22300
        8.46800          0.30000          3.29549          0.22300
        8.46800          0.30000          3.29829          0.22300
        8.46800          0.30000          3.29602          0.22300
        8.46800          0.30000          3.29712          0.22300
        8.46800          0.30000          3.29418          0.22300
        8.46800          0.30000          3.29739          0.22300
        8.46800          0.30000          3.30567          0.22300
        8.46800          0.30000          3.30790          0.22300
        8.46800          0.30000          3.30578          0.22300
        8.46800          0.30000          3.31339          0.22300
        8.46800          0.30000          3.31347          0.22300
        8.46800          0.30000          3.31717          0.22300
        8.46800          0.30000          3.31715          0.22300
        8.46800          0.30000          3.30898          0.22300
        8.46800          0.30000          3.30965          0.22300
        8.46800          0.30000          3.30114          0.22300
        8.46800          0.30000          3.29446          0.22300
        8.46800          0.30000          3.30493          0.22300
        8.46800          0.30000          3.31034          0.22300
        8.46800          0.30000          3.31374          0.22300
        8.46800          0.30000          3.30539          0.22300
        8.46800          0.30000          3.29655          0.22300
        8.46800          0.30000          3.28956          0.22300
        8.46800          0.30000          3.29189          0.22300
        8.46800          0.30000          3.29069          0.22300
        8.46800          0.30000          3.29001          0.22300
        8.46800          0.30000          3.29568          0.22300
        8.46800          0.30000          3.28633          0.22300
        8.46800          0.30000          3.27909          0.22300
        8.46800          0.30000          3.27324          0.22300
        8.46800          0.30000          3.27054          0.22300
        8.46800          0.30000          3.26296          0.22300
        8.46800          0.30000          3.26331          0.22300
        8.46800          0.30000          3.26786          0.22300
        8.46800          0.30000          3.26715          0.22300
        8.46800          0.30000          3.27236          0.22300
        8.46800          0.30000          3.27249          0.22300
        8.46800          0.30000          3.26345          0.22300
        8.46800          0.30000          3.26430          0.22300
        8.46800          0.30000          3.26066          0.22300
        8.46800          0.30000          3.26705          0.22300
        8.46800          0.30000          3.27085          0.22300
        8.46800          0.30000          3.26724          0.22300
        8.46800          0.30000          3.27346          0.22300
        8.46800          0.30000          3.27990          0.22300
        8.46800          0.30000          3.28743          0.22300
        8.46800          0.30000          3.28842          0.22300
        8.46800          0.30000          3.29430          0.22300
        8.46800          0.30000          3.29563          0.22300
        8.46800          0.30000          3.29745          0.22300
        8.46800          0.30000          3.29952          0.22300
        8.46800          0.30000          3.30081          0.22300
        8.46800          0.30000          3.30313          0.22300
        8.46800          0.30000          3.29108          0.22300
        8.46800          0.30000          3.29975          0.22300
        8.46800          0.30000          3.29355          0.22300
        8.46800          0.30000          3.29717          0.22300
        8.46800          0.30000          3.29134          0.22300
        8.46800          0.30000          3.28633          0.22300
        8.46800          0.30000          3.27855          0.22300
        8.46800          0.30000          3.27545          0.22300
        8.46800          0.30000          3.27151          0.22300
        8.46800          0.30000          3.25264          0.22300
        8.46800          0.30000          3.24232          0.22300
        8.46800          0.30000          3.23269          0.22300
        8.46800          0.30000          3.24638          0.22300
        8.46800          0.30000          3.23397          0.22300
        8.46800          0.30000          3.23788          0.22300
        8.46800          0.30000          3.22807          0.22300
        8.46800          0.30000          3.22405          0.22300
        8.46800          0.30000          3.21726          0.22300
        8.46800          0.30000          3.22336          0.22300
        8.46800          0.30000          3.22072          0.22300
        8.46800          0.30000          3.21988          0.22300
        8.46800          0.30000          3.22102          0.22300
        8.46800          0.30000          3.22405          0.22300
        8.46800          0.30000          3.21761          0.22300
        8.46800          0.30000          3.21370          0.22300
        8.46800          0.30000          3.21995          0.22300
        8.46800          0.30000          3.22079          0.22300
        8.46800          0.30000          3.22128          0.22300
        8.46800          0.30000          3.22866          0.22300
        8.46800          0.30000          3.24590          0.22300
        8.46800          0.30000          3.23111          0.22300
        8.46800          0.30000          3.24098          0.22300
        8.46800          0.30000          3.24404          0.22300
        8.46800          0.30000          3.25302          0.22300
        8.46800          0.30000          3.24028          0.22300
        8.46800          0.30000          3.24385          0.22300
